node1,node2
P38159,Q96JM3
Q99832,O94992
P39086,O94829
Q8NB46,Q9HD42
P68543,Q15038
Q15020,O15259
O60239,P12235
P28799,Q9UBU8
P21579,P13861
P19838,Q99952
Q9NPG3,P15036
Q15131,Q00975
Q9NPJ6,P05109
Q9NSA3,Q9BQB4
P52757,P17275
Q9H2X0,P63146
P35227,O14958
Q9UMX0,O60683
Q9BZL1,Q16394
Q16543,P09326
P23508,Q9NVI1
Q99619,Q9Y2V3
Q13241,Q9Y6B2
P22695,Q08345
O60741,Q04756
Q8IU60,Q9H0U4
Q9Y345,O95863
Q13309,Q14168
Q8IUR0,Q9UQQ2
P62324,Q09028
Q14626,Q14957
P24534,P38606
P45985,P19532
Q13332,Q02548
P15374,Q9UM73
Q9BY77,Q2QGD7
Q92759,Q92696
Q7Z3Z4,Q15366
Q9Y6Q9,O43427
O15553,Q12802
Q15008,P23945
P49427,Q6ZMK1
P19544,Q9NYY1
Q13326,Q15120
Q14686,Q13557
O43542,Q14694
Q71F56,Q7L2J0
P02743,Q9Y279
P41146,O43439
O95460,Q13127
Q8TBN0,Q99574
Q13797,Q9P0W2
P05067,Q9NS91
P78396,Q13424
Q96FZ7,P18564
Q9UPT6,Q14106
Q5JY77,Q14676
O43196,Q13061
Q8NAV1,P26374
Q9NWT6,O43823
Q9H3Z4,Q14919
P02686,P62841
Q13635,P61204
Q96AJ9,P36897
Q9GZQ3,Q13619
O00161,Q53HL2
Q15532,P27824
Q9BUZ4,Q8WXA9
Q6P2Q9,Q08AG7
Q9Y253,P20336
Q9UGJ0,P52435
P54764,Q96K76
Q15349,Q9UIF7
O43488,P29320
A5D8V6,P23582
P25067,Q9H078
Q92889,O60840
Q8WUM0,Q14746
Q9Y679,Q8WWY3
Q15306,Q13895
O00194,P54577
Q7L1Q6,P17844
P52565,Q9Y5B8
Q12962,Q9NPD8
Q9UM54,Q12802
P00749,Q13216
Q99819,Q9UJW0
Q96JM2,O15126
Q9UHR5,Q8N3F8
Q14721,Q15833
O14807,Q9Y6A5
P54577,Q07866
O15457,Q8IZT6
Q9NRW4,Q14974
O60921,P23297
P78371,P10515
P49591,Q9HD26
P98077,P20700
Q14527,Q9UJX2
P50052,Q9UN37
P43357,P49711
Q96GY3,P15172
Q9Y2S7,P63272
O15392,P35269
Q9H0N5,P84103
Q9H4I2,Q9NZU7
Q6GTX8,Q86VS8
Q719I0,Q7Z6Z7
P62633,O95863
Q9UHD9,Q9NVF7
Q13177,Q9NVF7
P14210,Q9HAP6
Q9H204,P29474
Q9NVC6,O43847
P53803,P52655
Q00577,O15457
Q8NCM8,P30460
Q13319,Q01892
Q9P246,Q8TEU7
P22413,O75330
P00374,P36404
P01033,Q8TF74
P11047,Q99698
P61019,O75096
Q33E94,P18510
Q9Y6B2,P78371
Q9Y4R8,O60296
P13747,Q9Y2J2
Q7Z465,P05156
P82979,O43913
Q15762,Q8NC69
Q9UKF6,P36954
Q969T4,Q8TEP8
Q96RR4,P04198
Q99967,P61020
Q8N5M4,P13760
P49916,Q9NZ43
P27352,Q9BYM8
Q9UBC3,Q04724
Q8NHY5,P30305
Q9H2X6,Q9H4B6
Q9H1K0,O00165
Q96P09,Q15025
P08235,Q06413
Q96CG3,Q9H1A4
P43146,O00628
P10109,Q969G2
P61328,P57775
Q96B26,Q9NPC8
Q9UHQ1,Q15118
P31946,Q15427
Q13443,O75494
Q16633,O43663
Q96CA5,P24278
P62837,Q13099
O00555,Q13873
Q9H2S9,Q9H270
Q13127,Q19AV6
Q9NVC6,Q15475
Q15435,Q9HAQ2
O75665,Q7RTN6
Q14202,Q9UBU7
P57678,Q9P2N7
P54132,Q9BU64
Q96PN7,Q9H0D6
P33240,P02748
P42773,Q15154
Q13501,Q5T1R4
P78347,P10515
Q9H2S9,P33032
Q9NP77,Q9BTP7
Q9Y219,P26371
Q16576,P00505
Q9BPZ7,Q92781
Q9NQC3,Q99523
Q9H5V7,Q96T60
Q13239,Q5D1E8
Q12972,P48357
Q5T1C6,Q7LG56
P37173,Q99519
Q9Y4Z0,P06756
P38398,Q86UE8
P56645,Q9Y6W5
Q8WUM0,Q969R5
O43186,Q7Z4I7
Q86UQ8,Q96CS3
Q8WUP2,Q96EV8
Q9BUL8,Q9Y508
P30626,Q9UM54
Q96DB2,P25024
Q13261,Q9GZL7
Q9H074,Q9Y297
Q9BUJ2,Q99750
Q969T9,O43513
O15264,P81408
Q8WUM4,Q9UIV1
Q16777,O00287
Q6P4R8,P35900
O60262,Q07666
O60566,Q9UQ35
Q99626,Q9HCN6
P52594,P20807
P04275,Q8IXJ9
Q9H422,O00443
P54578,P10515
Q9UBE0,P62873
Q9Y383,P25800
Q16739,Q13576
Q9NR55,P52657
P05161,Q99972
Q9H0W5,Q9Y2I1
Q16665,P20585
Q03431,Q01518
Q9HAW4,Q92851
Q05086,O14770
P13611,Q00536
Q06587,Q9Y2A7
Q9Y2Z9,Q12888
Q9NZL9,Q9UPX8
P08758,O14640
Q99814,P07237
Q9UKT7,P25189
Q13402,Q8IYI6
Q92574,Q9BSV6
O95801,P03951
Q2M1K9,P16619
Q9NP98,O00151
Q9HCH5,P37173
Q96EE3,Q3KNV8
Q9BWN1,P84103
Q92813,P40227
Q9C0K7,P05181
Q9BSU1,Q9P2M7
Q96A47,Q9H0E9
Q02224,P05109
Q68EM7,Q9NP64
P13639,Q9NWF9
Q9H0N5,Q9BWU0
P32927,O43439
Q9UGP5,Q96S44
Q13326,Q9BUL9
O43745,Q9BZK7
Q9NZW5,Q05682
Q7LBR1,Q8WXF1
Q16533,P48357
Q15370,Q9NP64
Q8WWN9,Q9BPZ3
Q9BXL5,P36578
P23528,P60953
O43924,O14867
Q13200,Q2QGD7
P31371,Q9HAQ2
P50749,P08684
Q96QH2,Q9H0B6
Q13362,P04637
Q9Y4X5,O00401
P00167,Q9Y230
Q9NQ25,Q9Y6X3
Q14241,P23297
Q13216,P14921
Q9H9A7,P61006
Q9BS18,P49450
Q29983,Q8NCQ7
Q04864,Q13224
P26373,P42224
P26022,Q13352
P31151,O75791
P35244,P29350
Q02413,P01584
Q08117,Q8NB12
O15061,Q8TF42
P25445,Q96EK5
P52655,Q9H074
Q92831,P20366
P51955,Q8N668
Q99469,P23396
Q9Y2J0,Q9H251
Q13526,P62495
Q8IZD4,Q12906
O14746,Q9Y6I7
Q13045,P63241
Q02223,Q7KZF4
P61026,P62328
P23511,Q13131
O43592,P01106
Q07021,Q9UKV8
Q9UBC2,P51790
Q14739,P16871
Q9H9Y6,Q9H9Q4
P48729,Q8IUQ4
Q03167,O75629
P17655,O94927
P08047,Q9UBX5
O00472,Q9C029
Q9NR80,Q13087
Q96MF7,O95297
P31483,P16104
P11215,P55273
Q9UKT5,P09234
O95210,P49591
O00241,O15315
Q99075,P60510
P11308,Q9UNH7
Q9NQ55,P62913
Q8N6T3,O43896
O95721,P20226
P07900,Q8IU60
P21579,P35625
Q8WYQ5,O95801
P10644,Q8N5F7
P48061,Q9UJW3
Q96BH1,P41273
Q99081,Q9NXR8
Q96RL1,Q6VAB6
P25445,P08100
Q9BW83,Q8WUI4
Q8NEM0,Q9NV31
Q6WKZ4,O00541
Q9UNE2,O95405
O60494,Q9NQT8
Q8N201,Q07866
Q8NHM5,O43264
Q9Y4D1,Q8TEP8
P46019,Q92925
Q8NBZ0,Q9Y2D1
P57678,Q13451
Q6UWE0,Q15013
O00221,Q01094
P31943,P53992
Q86YB8,Q9H3U1
P12931,Q9HC52
P19320,Q9BY84
Q9UBU9,Q86YV9
Q6FIF0,O14893
O60244,Q12860
P32245,Q9NZN5
P22695,O14745
Q9UK80,P30679
Q8N729,Q9Y2Y4
P51531,P0C1Z6
Q9H081,P07951
P54727,P61586
Q15485,Q9UK58
Q7L1Q6,O15144
O75899,Q12948
Q96CW1,Q5QJE6
Q9C005,P26374
Q9UBU8,Q9UHC6
P40123,Q9H2C0
Q15542,Q9P2D0
P15813,O43597
Q9H9B1,P28482
P36954,Q8NI36
Q9NPJ6,O75312
Q14643,Q12874
O15553,P62508
P40926,P25800
O14981,P68543
O60486,P30556
P31629,Q9BUZ4
Q8WTS1,P50539
Q04917,Q5VVQ6
Q96JM2,P63151
P35240,P37023
P42261,Q96PF2
Q96KR1,P10515
Q9P0V3,P57796
O43823,P52790
Q16795,P13010
P48378,Q6ZUJ8
Q9NQC7,Q9Y508
Q96GM5,P34130
Q96T51,Q9H269
P78413,P11177
Q86X29,O15516
Q9NRA8,P06493
O75525,P18433
P22695,Q9UH77
Q8IZJ1,Q9UKJ3
P13224,Q9P2D0
O15020,Q13889
P62258,Q8N5M1
P49711,Q9H469
Q9H444,P35228
P01135,P18887
P33032,O00308
Q8N6M0,P21675
O15230,Q01094
O43488,Q6IBW4
O95544,Q8IYD8
Q99856,Q86U70
Q14957,P61077
P09467,Q7L9L4
Q8IX07,Q13424
Q15008,P57740
P48061,P36941
Q96IY4,Q6X4U4
P51003,Q9H2X3
P25445,P02751
P0DPH7,P35346
O95273,Q01860
P46782,Q9NX47
P28799,P54259
P21941,Q92530
O43307,P30260
O60232,Q96BR1
Q9UGJ1,Q8N3Y1
P26583,O75312
P19022,Q99075
P06870,P49591
Q15543,Q9H074
O14618,Q8NEM0
Q15120,Q9UMZ2
Q12800,P40222
P51003,Q99972
Q9BPZ7,Q8IUH3
Q5VST9,Q9Y2Z9
P53355,Q9UHQ1
P61586,P56645
Q01130,O75843
O15297,Q9UBI1
Q13705,Q8TDX7
O43196,P61952
P11309,P14653
O15155,Q9NPF5
O95475,Q9BTC8
Q8IY92,P60484
O60610,Q9H0Y0
P55198,Q92614
P29374,Q9UNM6
O43502,O00429
O14795,Q99661
P30990,P05549
Q9H9L4,O95198
P29474,Q8NB12
Q7Z5K2,Q05469
Q9H0W5,Q14181
O15315,O14594
P07355,O75363
Q13326,P29320
P52735,Q15008
P48443,P45983
P23560,Q8NFD5
Q14118,Q9HB21
Q9H2X3,O60231
Q6ZMK1,Q9HBH7
Q9UNS1,Q13285
Q9C0C7,P98161
Q15750,Q92917
O76070,Q9UH77
Q9BQ15,P25208
Q9UKV0,Q9H6R0
Q5HYK7,O75695
P62837,Q9UL63
P06850,P51677
P62873,O95251
Q8TDB6,Q7Z406
Q5VST9,P15502
O15488,P16104
P49841,P50461
Q13153,Q9UIV1
P48551,Q8TBK2
Q13415,Q86XL3
Q96S52,P61764
O15212,Q9H5I1
Q96QV1,Q7Z6Z7
Q9UPT5,Q9HAZ1
P31371,O00308
Q6ZNE5,P56645
Q92905,P01112
P78346,P55884
P25791,Q969U6
P22674,Q96F07
P49916,Q9NPC6
P78413,P37173
P62277,Q9Y6F1
P49916,P40939
P14770,Q9H1D0
Q15406,P16278
Q9P0R6,P35269
P05362,Q9H1R3
Q16526,O95071
Q04656,P56192
Q13564,P49639
P42702,P35398
Q9H2F5,Q9UHR5
Q8NI77,P22830
Q9BPW8,Q8N3Y1
Q9BXW4,Q9UKA4
Q93062,P14923
P50895,P01584
Q9UJA5,P51587
Q14019,Q9Y3E5
P01563,Q9Y5T5
Q96EI5,P14543
Q92759,Q9H2K8
Q15418,P52630
P00747,P19438
Q13253,A8K0Z3
Q9Y272,Q9NPI8
Q13322,Q86TM6
Q96FW1,Q15788
O94842,O60934
P18621,P23469
Q9Y2Y9,Q13094
Q9NWT6,Q9HAT0
Q9Y4I1,P35227
Q9NV92,Q8WUA4
Q9H2K8,Q14203
P62324,Q13643
P33076,P50553
O00327,Q15311
Q5JQC9,Q13936
Q9Y333,O00418
P08949,Q09470
P33176,O75663
O75807,Q00534
Q96FZ7,P48730
P27797,Q7L590
Q9NX08,O60675
Q9BRK4,P23468
P04264,Q6PI26
Q9H410,Q9H5V8
P13796,P24386
Q92966,Q8NHG7
Q70EL2,Q9BZK7
Q9H2D6,Q96IV0
O95639,O95273
P49356,P12270
O60610,Q9ULR0
P25116,P06881
Q99828,P25789
Q9HA65,P55209
Q96B26,Q9UIG0
O00623,P29320
P61587,Q9NVP1
Q9BSI4,Q13901
Q13561,P50553
P39086,P01160
Q92889,Q9BWF2
O95295,Q9Y2W2
P16220,Q9UBW7
P08833,P35998
Q13586,P49810
Q96L91,Q16667
P59780,O43924
Q9H2K2,P84103
Q8TAM2,P13010
Q99075,Q9HB21
P07858,P61244
Q99619,Q13480
Q9BYE7,Q9H0M0
Q9HAV0,P01019
Q9Y2W1,Q9UPT9
P15336,Q96NA2
O60683,Q9HAP2
O95243,Q3V5L5
O15457,Q9BX59
P25705,P43626
Q13190,P04229
Q14258,Q8IYW5
Q9BVI0,Q9HAW0
Q5TCZ1,Q86US8
P06400,Q9UPT6
P78504,Q99575
Q9NR28,Q86XK2
Q92614,P50591
Q04917,P09234
P39905,P02745
P54132,P05230
Q08211,Q12923
Q4G0J3,P78396
Q13574,Q9UK41
Q12800,Q9Y2V7
Q5T6S3,P42226
P31323,Q96IF1
Q06265,P32942
O60563,Q6PCD5
A8MT69,Q6NYC8
O14770,Q16828
P09132,Q15046
Q9NYG5,Q8WYJ6
Q15562,Q9BX63
Q01344,Q8N5R6
Q9BVP2,P09429
P16520,Q86X83
Q9Y5X4,O14933
Q15436,Q9BWF2
Q15014,Q9P0R6
P60033,Q92777
Q86YT6,Q8NFJ9
Q00577,Q9GZU2
Q92882,Q86XK2
Q9NPQ8,P14635
Q9Y678,Q9Y6D6
P13497,O15211
O43255,P51948
P09488,Q13541
Q9UJ41,P78527
Q9Y265,Q96E14
P34932,Q92993
Q13233,Q13643
P62072,P62070
P00813,P61923
Q9UNE7,O14662
Q6VMQ6,P98160
Q8NHZ8,Q9NPI6
Q9H816,P49815
Q14721,Q07021
P48506,Q9BWF2
